,district,price,address,AdUpdateDate,Category,GrossSquareMeters,BuildingAge,NumberFloorsofBuilding,UsingStatus,EligibilityForInvestment,BuildStatus,TitleStatus,ItemStatus,NumberOfBathrooms,NumberOfWCs,AdCreationDate,Type,NetSquareMeters,NumberOfRooms,FloorLocation,HeatingType,CreditEligibility,InsideTheSite,StructureType,MortgageStatus,Swap,Balcony,PriceStatus,RentalIncome,NumberOfBalconies,BalconyType,HallSquareMeters,WCSquareMeters,IsItVideoNavigable?,Subscription,BathroomSquareMeters,BalconySquareMeters
11764,gaziosmanpasa,"990,000TLarrow_downward%1","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Merkez Mahallesi Satılık Daire']",21 Şubat 2022,Satılık,120 m2,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat İrtifakı,Boş,2,1,31 Ocak 2022,Konut,110 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Yok,Genel Fiyat,7.500 TL,,,,,Hayır,50 TL,,
11765,gaziosmanpasa,"1,220,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Mevlana Mahallesi Satılık Daire']",04 Mart 2022,Satılık,150 m2,16-20,5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,01 Şubat 2022,Konut,140 m2,4+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11766,gaziosmanpasa,"1,100,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Merkez Mahallesi Satılık Daire']",03 Mart 2022,Satılık,120 m2,5-10,5,Boş,Yatırıma Uygun,İkinci El,Kat İrtifakı,Boş,1,1,31 Ocak 2022,Konut,110 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,7.500 TL,2,Kapalı Balkon,,,Hayır,50 TL,,
11767,gaziosmanpasa,"2,350,000TL","['Anasayfa', 'Satılık Residence', 'İstanbul Satılık Residence', 'Gaziosmanpaşa Satılık Residence', 'Karadeniz Mahallesi Satılık Residence']",04 Şubat 2022,Satılık,120 m2,4,20,Boş,Bilinmiyor,,,Boş,1,,31 Ocak 2022,Konut,65 m2,1+1,4. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11768,gaziosmanpasa,"2,485,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karadeniz Mahallesi Satılık Daire']",04 Şubat 2022,Satılık,159 m2,4,24,Kiracı Oturuyor,Bilinmiyor,,,Boş,2,,31 Ocak 2022,Konut,72 m2,2+1,Düz Giriş,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11769,gaziosmanpasa,"1,750,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Yeni Mahalle Mahallesi Satılık Daire']",23 Şubat 2022,Satılık,110 m2,5-10,6,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,31 Ocak 2022,Konut,105 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11770,gaziosmanpasa,"1,460,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",30 Ocak 2022,Satılık,104 m2,0 (Yeni),11,Boş,Bilinmiyor,,,Boş,1,,30 Ocak 2022,Konut,87 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11771,gaziosmanpasa,"1,230,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",30 Ocak 2022,Satılık,75 m2,0 (Yeni),14,Boş,Bilinmiyor,,,Boş,1,,30 Ocak 2022,Konut,65 m2,2+1,13. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11772,gaziosmanpasa,"2,750,000TL","['Anasayfa', 'Satılık Residence', 'İstanbul Satılık Residence', 'Gaziosmanpaşa Satılık Residence', 'Karadeniz Mahallesi Satılık Residence']",29 Ocak 2022,Satılık,154 m2,4,24,Boş,Bilinmiyor,,,Eşyalı,1,,29 Ocak 2022,Konut,81 m2,2+1,6. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11773,gaziosmanpasa,"3,400,000TL","['Anasayfa', 'Satılık Residence', 'İstanbul Satılık Residence', 'Gaziosmanpaşa Satılık Residence', 'Karadeniz Mahallesi Satılık Residence']",29 Ocak 2022,Satılık,162 m2,4,20,Boş,Bilinmiyor,,,Boş,2,,29 Ocak 2022,Konut,108 m2,3+1,18. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11774,gaziosmanpasa,"990,000TLarrow_downward%10","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",03 Şubat 2022,Satılık,110 m2,16-20,4,Kiracı Oturuyor,Yatırıma Uygun,Sıfır,Kat Mülkiyeti,Boş,1,1,28 Ocak 2022,Konut,100 m2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,2.500 TL,1,Açık Balkon,15 m2,2 m2,Hayır,50 TL,4 m2,6 m2
11775,gaziosmanpasa,"4,900,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karayolları Mahallesi Satılık Daire']",04 Mart 2022,Satılık,136 m2,5-10,15,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,,Boş,2,Yok,28 Ocak 2022,Konut,120 m2,3+1,15. Kat,Kombi Doğalgaz,Krediye Uygun,Evet,Betonarme,,Yok,Var,Genel Fiyat,,1,Açık Balkon,,,,,,
11776,gaziosmanpasa,"4,900,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karayolları Mahallesi Satılık Daire']",04 Mart 2022,Satılık,136 m2,5-10,15,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,,Boş,2,Yok,28 Ocak 2022,Konut,120 m2,3+1,15. Kat,Kombi Doğalgaz,Krediye Uygun,Evet,Betonarme,,Yok,Var,Genel Fiyat,,1,Açık Balkon,,,,,,
11777,gaziosmanpasa,"1,650,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",27 Ocak 2022,Satılık,130 m2,0 (Yeni),13,Boş,Yatırıma Uygun,Sıfır,Kat Mülkiyeti,Boş,2,2,27 Ocak 2022,Konut,90 m2,3+1,12. Kat,Merkezi Doğalgaz,Krediye Uygun,Evet,Betonarme,Yok,Yok,Var,Genel Fiyat,5.000 TL,2,Açık Balkon,,,Hayır,410 TL,,
11778,gaziosmanpasa,"3,000,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Mevlana Mahallesi Satılık Daire']",27 Ocak 2022,Satılık,165 m2,0 (Yeni),21,Boş,Bilinmiyor,,,Boş,2,,27 Ocak 2022,Konut,120 m2,3.5+1,6. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11779,gaziosmanpasa,"1,345,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karlıtepe Mahallesi Satılık Daire']",07 Şubat 2022,Satılık,120 m2,4,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,1,26 Ocak 2022,Konut,110 m2,3+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Var,Var,Genel Fiyat,,1,Kapalı Balkon,22 m2,8 m2,Hayır,,8 m2,12 m2
11780,gaziosmanpasa,"1,200,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",21 Şubat 2022,Satılık,96 m2,0 (Yeni),12,Boş,Bilinmiyor,,,Boş,1,,27 Ocak 2022,Konut,85 m2,2+1,6. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11781,gaziosmanpasa,"1,400,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Yıldıztabya Mahallesi Satılık Daire']",27 Ocak 2022,Satılık,150 m2,5-10,6,Kiracı Oturuyor,Bilinmiyor,,,Boş,2,,26 Ocak 2022,Konut,140 m2,5+1,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11782,gaziosmanpasa,"4,450,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karadeniz Mahallesi Satılık Daire']",26 Ocak 2022,Satılık,250 m2,4,24,Boş,Bilinmiyor,,,Eşyalı,3,,25 Ocak 2022,Konut,140 m2,3+1,1. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11783,gaziosmanpasa,"2,050,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karadeniz Mahallesi Satılık Daire']",26 Ocak 2022,Satılık,120 m2,4,24,Boş,Bilinmiyor,,,Boş,2,,25 Ocak 2022,Konut,75 m2,2+1,10. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11784,gaziosmanpasa,"1,125,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Barbaros Hayrettinpaşa Mahallesi Satılık Daire']",26 Ocak 2022,Satılık,120 m2,0 (Yeni),4,Boş,Bilinmiyor,,,Boş,1,,25 Ocak 2022,Konut,100 m2,2+1,2. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
11785,gaziosmanpasa,"1,600,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",26 Ocak 2022,Satılık,138 m2,0 (Yeni),12,Boş,Bilinmiyor,,,Boş,2,,25 Ocak 2022,Konut,128 m2,3+1,10. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11786,gaziosmanpasa,"950,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",26 Ocak 2022,Satılık,91 m2,0 (Yeni),11,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,25 Ocak 2022,Konut,77 m2,2+1,1. Kat,Merkezi (Pay Ölçer),Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11787,gaziosmanpasa,"1,500,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Merkez Mahallesi Satılık Daire']",18 Şubat 2022,Satılık,190 m2,5-10,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,26 Ocak 2022,Konut,160 m2,3+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11788,gaziosmanpasa,"795,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",04 Mart 2022,Satılık,70 m2,0 (Yeni),5,Boş,Yatırıma Uygun,Sıfır,Kat İrtifakı,Boş,1,1,25 Ocak 2022,Konut,65 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,,,,25 m2,,,,6 m2,3 m2
11789,gaziosmanpasa,"1,600,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",01 Mart 2022,Satılık,160 m2,0 (Yeni),5,Boş,Yatırıma Uygun,Sıfır,Kat İrtifakı,Boş,3,3,24 Ocak 2022,Konut,140 m2,3+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,4.000 TL,1,Açık Balkon,,,Hayır,,,
11790,gaziosmanpasa,"650,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",01 Mart 2022,Satılık,80 m2,0 (Yeni),5,Boş,Yatırıma Uygun,Sıfır,Kat İrtifakı,Boş,1,1,24 Ocak 2022,Konut,65 m2,1+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,2.750 TL,2,Açık Balkon,,,Hayır,,,
11791,gaziosmanpasa,"760,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",01 Mart 2022,Satılık,110 m2,0 (Yeni),5,Boş,Yatırıma Uygun,Sıfır,Kat İrtifakı,Boş,1,1,24 Ocak 2022,Konut,90 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Yok,Genel Fiyat,3.000 TL,,,,,Hayır,,,
11792,gaziosmanpasa,"830,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",01 Mart 2022,Satılık,80 m2,0 (Yeni),5,Boş,Yatırıma Uygun,Sıfır,,Boş,1,1,24 Ocak 2022,Konut,72 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,Yok,Yok,Var,Genel Fiyat,3.250 TL,1,Açık Balkon,,,Hayır,,,
11793,gaziosmanpasa,"960,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",01 Mart 2022,Satılık,130 m2,0 (Yeni),5,Boş,Yatırıma Uygun,Sıfır,Kat İrtifakı,Boş,1,1,24 Ocak 2022,Konut,110 m2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,3.500 TL,2,Açık Balkon,,,Hayır,,,
11794,gaziosmanpasa,"500,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Sarıgöl Mahallesi Satılık Daire']",04 Mart 2022,Satılık,90 m2,16-20,10,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat İrtifakı,Boş,1,2,24 Ocak 2022,Konut,80 m2,2+1,5. Kat,Doğalgaz Sobalı,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,,,,25 m2,,Hayır,,9 m2,10 m2
11795,gaziosmanpasa,"830,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Fevzi Çakmak Mahallesi Satılık Daire']",24 Ocak 2022,Satılık,130 m2,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat İrtifakı,,1,,24 Ocak 2022,Konut,120 m2,3+1,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,Yok,,Var,Genel Fiyat,,,,,,,,,
11796,gaziosmanpasa,"1,805,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Bağlarbaşı Mahallesi Satılık Daire']",24 Ocak 2022,Satılık,320 m2,2,5,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,2,4,23 Ocak 2022,Konut,300 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,,,,,,Hayır,,,
11797,gaziosmanpasa,"327,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Yeni Mahalle Mahallesi Satılık Daire']",23 Ocak 2022,Satılık,90 m2,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat İrtifakı,Boş,1,2,23 Ocak 2022,Konut,75 m2,2+1,Kot 3 (-3). Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,Betonarme,Yok,Yok,Yok,Genel Fiyat,,,,,,Hayır,,,
11798,gaziosmanpasa,"2,850,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karadeniz Mahallesi Satılık Daire']",23 Ocak 2022,Satılık,140 m2,4,18,Kiracı Oturuyor,Bilinmiyor,,,Boş,2,,23 Ocak 2022,Konut,90 m2,2+1,10. Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11799,gaziosmanpasa,"1,500,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Yeni Mahalle Mahallesi Satılık Daire']",23 Ocak 2022,Satılık,200 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,,,,2,2,23 Ocak 2022,Konut,180 m2,3+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,Var,Birim Fiyat,,2,,,,Evet,,,
11800,gaziosmanpasa,"1,150,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Pazariçi Mahallesi Satılık Daire']",19 Şubat 2022,Satılık,120 m2,0 (Yeni),5,Boş,,Sıfır,Kat Mülkiyeti,Boş,2,2,23 Ocak 2022,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,Var,Genel Fiyat,,,,,,Evet,,,
11801,gaziosmanpasa,"1,200,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Pazariçi Mahallesi Satılık Daire']",19 Şubat 2022,Satılık,120 m2,0 (Yeni),5,Boş,,Sıfır,Kat Mülkiyeti,,2,2,23 Ocak 2022,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,Var,Genel Fiyat,,,,,,Evet,,,
11802,gaziosmanpasa,"1,550,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karlıtepe Mahallesi Satılık Daire']",25 Şubat 2022,Satılık,190 m2,0 (Yeni),5,Boş,,Sıfır,Kat Mülkiyeti,Boş,2,2,23 Ocak 2022,Konut,170 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,Var,Genel Fiyat,,1,,,,Evet,,,
11803,gaziosmanpasa,"710,000TLarrow_downward%2","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karlıtepe Mahallesi Satılık Daire']",25 Şubat 2022,Satılık,100 m2,0 (Yeni),5,Boş,,Sıfır,Kat Mülkiyeti,,1,1,23 Ocak 2022,Konut,90 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,Evet,,,
11804,gaziosmanpasa,"320,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Yenidoğan Mahallesi Satılık Daire']",22 Ocak 2022,Satılık,75 m2,21 Ve Üzeri,4,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,22 Ocak 2022,Konut,70 m2,1+1,Tam Bodrum,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11805,gaziosmanpasa,"1,200,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Pazariçi Mahallesi Satılık Daire']",22 Ocak 2022,Satılık,100 m2,0 (Yeni),5,Boş,Bilinmiyor,,,Boş,2,,21 Ocak 2022,Konut,90 m2,3+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
11806,gaziosmanpasa,"535,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karadeniz Mahallesi Satılık Daire']",24 Ocak 2022,Satılık,110 m2,16-20,5,Kiracı Oturuyor,,,,,1,,22 Ocak 2022,Konut,105 m2,2+1,2. Kat,Sobalı,Krediye Uygun Değil,Hayır,,,,,Genel Fiyat,,,,,,,,,
11807,gaziosmanpasa,"600,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Bağlarbaşı Mahallesi Satılık Daire']",24 Şubat 2022,Satılık,90 m2,11-15,5,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,21 Ocak 2022,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11808,gaziosmanpasa,"550,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Merkez Mahallesi Satılık Daire']",25 Şubat 2022,Satılık,85 m2,21 Ve Üzeri,5,Boş,Yatırıma Uygun,İkinci El,Hisseli Tapu,Boş,1,1,20 Ocak 2022,Konut,75 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,,1,Açık Balkon,,,Hayır,,,
11809,gaziosmanpasa,"1,750,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Karlıtepe Mahallesi Satılık Daire']",19 Ocak 2022,Satılık,210 m2,5-10,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,19 Ocak 2022,Konut,190 m2,5+2,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
11810,gaziosmanpasa,"1,250,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Pazariçi Mahallesi Satılık Daire']",19 Ocak 2022,Satılık,110 m2,0 (Yeni),6,Boş,Bilinmiyor,,,Boş,2,,19 Ocak 2022,Konut,100 m2,3+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
11811,gaziosmanpasa,"917,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Merkez Mahallesi Satılık Daire']",20 Ocak 2022,Satılık,150 m2,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,1,20 Ocak 2022,Konut,130 m2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Yok,Genel Fiyat,,,,,,Hayır,,,
11812,gaziosmanpasa,"1,450,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Yıldıztabya Mahallesi Satılık Daire']",24 Şubat 2022,Satılık,160 m2,11-15,5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,19 Ocak 2022,Konut,145 m2,4+1,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
11813,gaziosmanpasa,"1,900,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Fevzi Çakmak Mahallesi Satılık Daire']",19 Ocak 2022,Satılık,96 m2,4,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,,Kat İrtifakı,,1,1,19 Ocak 2022,Konut,70 m2,2+1,4. Kat,Merkezi Doğalgaz,Krediye Uygun,Evet,,,,Var,Genel Fiyat,,1,,,,,,,
11814,gaziosmanpasa,"670,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Yıldıztabya Mahallesi Satılık Daire']",19 Ocak 2022,Satılık,90 m2,16-20,5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,19 Ocak 2022,Konut,85 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11815,gaziosmanpasa,"1,975,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Bağlarbaşı Mahallesi Satılık Daire']",19 Ocak 2022,Satılık,250 m2,2,3,Boş,Bilinmiyor,,,Eşyalı,2,,19 Ocak 2022,Konut,200 m2,4+2,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
11816,gaziosmanpasa,"2,095,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Fevzi Çakmak Mahallesi Satılık Daire']",07 Şubat 2022,Satılık,265 m2,11-15,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,4,4,18 Ocak 2022,Konut,250 m2,5+3,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Evet,Betonarme,Yok,Var,Var,Genel Fiyat,,2,Açık Teras,24 m2,12 m2,Hayır,,12 m2,50 m2
11817,gaziosmanpasa,"975,000TLarrow_downward%7","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Gaziosmanpaşa Satılık Daire', 'Şemsipaşa Mahallesi Satılık Daire']",17 Şubat 2022,Satılık,115 m2,11-15,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,1,18 Ocak 2022,Konut,105 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Var,Var,Genel Fiyat,,2,Kapalı Balkon,24 m2,8 m2,Hayır,,8 m2,12 m2
